Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000111704	12	7787794	7799141	1	NANOG	protein_coding
ENSG00000007866	6	35473597	35497076	-1	TEAD3	protein_coding
ENSG00000179922	19	55620742	55624601	-1	ZNF784	protein_coding
ENSG00000124813	6	45328157	45664349	1	RUNX2	protein_coding
ENSG00000185122	8	144291591	144314722	1	HSF1	protein_coding
ENSG00000196767	X	83508261	83512127	1	POU3F4	protein_coding
ENSG00000204231	6	33193588	33200688	-1	RXRB	protein_coding
ENSG00000142025	19	41844743	41852333	1	DMRTC2	protein_coding
ENSG00000137265	6	391739	411447	1	IRF4	protein_coding
ENSG00000106546	7	16916359	17346152	1	AHR	protein_coding
ENSG00000176842	16	54930862	54934485	1	IRX5	protein_coding
ENSG00000151615	4	146638893	146642474	1	POU4F2	protein_coding
ENSG00000129911	19	1852399	1863568	-1	KLF16	protein_coding
ENSG00000231321	CHR_HSCHR6_MHC_MANN_CTG1	33347482	33354568	-1	RXRB	protein_coding
ENSG00000237900	CHR_HSCHR6_MHC_COX_CTG1	31887151	31889536	-1	ZBTB12	protein_coding
ENSG00000205922	19	1752373	1780988	1	ONECUT3	protein_coding
ENSG00000134438	18	59267035	59274086	-1	RAX	protein_coding
ENSG00000164532	7	35202430	35254147	-1	TBX20	protein_coding
ENSG00000164900	7	151148589	151174745	-1	GBX1	protein_coding
ENSG00000180828	8	64580367	64583628	1	BHLHE22	protein_coding
ENSG00000150347	10	61901300	62096944	1	ARID5B	protein_coding
ENSG00000112333	6	108166058	108188809	1	NR2E1	protein_coding
ENSG00000100393	22	41091786	41180079	1	EP300	protein_coding
ENSG00000157554	21	38380027	38661780	-1	ERG	protein_coding
ENSG00000148200	9	124517275	124771310	-1	NR6A1	protein_coding
ENSG00000102935	16	49487524	49857919	-1	ZNF423	protein_coding
ENSG00000118707	20	36573488	36593950	1	TGIF2	protein_coding
ENSG00000123095	12	26120026	26125127	-1	BHLHE41	protein_coding
ENSG00000161940	17	7023020	7030290	1	BCL6B	protein_coding
ENSG00000104177	15	48134631	48178517	-1	MYEF2	protein_coding
ENSG00000113430	5	1877413	1887236	-1	IRX4	protein_coding
ENSG00000135903	2	222199888	222298996	-1	PAX3	protein_coding
ENSG00000182158	7	137874979	138002067	-1	CREB3L2	protein_coding
ENSG00000179528	2	74497517	74503316	-1	LBX2	protein_coding
ENSG00000152977	3	147393422	147510293	1	ZIC1	protein_coding
ENSG00000186350	9	134317098	134440585	1	RXRA	protein_coding
ENSG00000169840	13	27792643	27794768	1	GSX1	protein_coding
ENSG00000118495	6	143940300	144064599	-1	PLAGL1	protein_coding
ENSG00000112242	6	20401906	20493715	1	E2F3	protein_coding
ENSG00000119715	14	76310712	76501837	1	ESRRB	protein_coding
ENSG00000126603	16	4314761	4339597	1	GLIS2	protein_coding
ENSG00000183072	5	173232109	173235357	-1	NKX2-5	protein_coding
ENSG00000125347	5	132481609	132490798	-1	IRF1	protein_coding
ENSG00000196482	1	216503246	217137755	-1	ESRRG	protein_coding
ENSG00000106689	9	124001670	124033301	1	LHX2	protein_coding
ENSG00000090447	16	4257186	4273075	-1	TFAP4	protein_coding
ENSG00000117707	1	213983181	214041502	1	PROX1	protein_coding
ENSG00000074047	2	120735623	120992653	1	GLI2	protein_coding
ENSG00000139083	12	11649854	11895402	1	ETV6	protein_coding
ENSG00000125285	13	94709622	94712399	-1	SOX21	protein_coding
ENSG00000170577	2	45005161	45009430	-1	SIX2	protein_coding
ENSG00000269404	19	50418938	50431313	1	SPIB	protein_coding
ENSG00000177468	6	137492202	137494250	-1	OLIG3	protein_coding
ENSG00000137273	6	1389576	1395603	1	FOXF2	protein_coding
ENSG00000274382	CHR_HSCHR5_3_CTG5	177992545	177996421	-1	PROP1	protein_coding
ENSG00000101412	20	33675683	33686404	-1	E2F1	protein_coding
ENSG00000128710	2	176108790	176119942	1	HOXD10	protein_coding
ENSG00000068323	X	49028726	49043486	-1	TFE3	protein_coding
ENSG00000164379	6	1312440	1314748	1	FOXQ1	protein_coding
ENSG00000143437	1	150809705	150876768	-1	ARNT	protein_coding
ENSG00000121068	17	61399896	61409466	1	TBX2	protein_coding
ENSG00000157557	21	38805307	38824955	1	ETS2	protein_coding
ENSG00000185155	1	226223618	226227054	1	MIXL1	protein_coding
ENSG00000162924	2	60881521	60931610	1	REL	protein_coding
ENSG00000091010	5	146338839	146341722	1	POU4F3	protein_coding
ENSG00000105672	19	35641745	35644871	1	ETV2	protein_coding
ENSG00000135373	11	34621093	34661057	1	EHF	protein_coding
ENSG00000171956	15	60004222	60061730	1	FOXB1	protein_coding
ENSG00000121454	1	180230286	180278982	1	LHX4	protein_coding
ENSG00000105856	7	107168961	107202529	1	HBP1	protein_coding
ENSG00000039600	5	157625679	157671480	-1	SOX30	protein_coding
ENSG00000278129	19	58278951	58302805	1	ZNF8	protein_coding
ENSG00000165891	12	77021247	77065580	-1	E2F7	protein_coding
ENSG00000111424	12	47841537	47943048	-1	VDR	protein_coding
ENSG00000111783	12	106582907	106762803	1	RFX4	protein_coding
ENSG00000102908	16	69565094	69704666	1	NFAT5	protein_coding
ENSG00000119725	14	73886617	73932511	1	ZNF410	protein_coding
ENSG00000136630	1	220879400	220885059	1	HLX	protein_coding
ENSG00000244405	3	186046308	186110318	-1	ETV5	protein_coding
ENSG00000138083	2	44941898	44946077	1	SIX3	protein_coding
ENSG00000214513	2	73202258	73212513	1	NOTO	protein_coding
ENSG00000197062	6	28267010	28278224	1	ZSCAN26	protein_coding
ENSG00000102145	X	48786554	48794311	1	GATA1	protein_coding
ENSG00000263001	7	74657667	74760692	1	GTF2I	protein_coding
ENSG00000168267	10	23192327	23194252	1	PTF1A	protein_coding
ENSG00000166949	15	67063763	67195195	1	SMAD3	protein_coding
ENSG00000106331	7	127610292	127618114	-1	PAX4	protein_coding
ENSG00000171540	5	77628712	77639688	-1	OTP	protein_coding
ENSG00000096401	6	44387525	44450426	1	CDC5L	protein_coding
ENSG00000108091	10	59788763	59906656	-1	CCDC6	protein_coding
ENSG00000257923	7	101815904	102283958	1	CUX1	protein_coding
ENSG00000100105	22	31325804	31346232	-1	PATZ1	protein_coding
ENSG00000169635	22	21417404	21451463	1	HIC2	protein_coding
ENSG00000165702	9	132944000	132991687	1	GFI1B	protein_coding
ENSG00000198807	14	36657568	36679715	1	PAX9	protein_coding
ENSG00000135457	12	51093663	51173134	-1	TFCP2	protein_coding
ENSG00000012048	17	43044295	43170245	-1	BRCA1	protein_coding
ENSG00000261678	8	144330565	144336281	-1	SCRT1	protein_coding
ENSG00000189298	6	28349914	28369177	1	ZKSCAN3	protein_coding
ENSG00000176165	14	28760330	28770277	1	FOXG1	protein_coding
ENSG00000129173	11	19224063	19241620	-1	E2F8	protein_coding
ENSG00000109906	11	114059593	114250676	1	ZBTB16	protein_coding
ENSG00000118526	6	133889138	133895553	1	TCF21	protein_coding
ENSG00000197483	19	55476332	55484487	1	ZNF628	protein_coding
ENSG00000105392	19	47819779	47843330	1	CRX	protein_coding
ENSG00000168214	4	26163455	26435131	1	RBPJ	protein_coding
ENSG00000077092	3	25174332	25597932	1	RARB	protein_coding
ENSG00000170689	17	48621159	48626356	-1	HOXB9	protein_coding
ENSG00000165556	13	27962137	27971139	-1	CDX2	protein_coding
ENSG00000182742	17	48575513	48580111	-1	HOXB4	protein_coding
ENSG00000120149	5	174724533	174730893	1	MSX2	protein_coding
ENSG00000197921	1	2528745	2530245	-1	HES5	protein_coding
ENSG00000136931	9	124481236	124507430	-1	NR5A1	protein_coding
ENSG00000143390	1	151340640	151347357	-1	RFX5	protein_coding
ENSG00000169953	Y	18731440	18828662	-1	HSFY2	protein_coding
ENSG00000115112	2	121216587	121285207	-1	TFCP2L1	protein_coding
ENSG00000196812	6	28124560	28130082	1	ZSCAN16	protein_coding
ENSG00000184271	12	51186936	51217708	-1	POU6F1	protein_coding
ENSG00000109705	4	13540830	13545050	-1	NKX3-2	protein_coding
ENSG00000004848	X	25003694	25016420	-1	ARX	protein_coding
ENSG00000075891	10	100735603	100829941	1	PAX2	protein_coding
ENSG00000185591	12	53380176	53416446	1	SP1	protein_coding
ENSG00000169856	15	52756989	52791078	-1	ONECUT1	protein_coding
ENSG00000133937	14	94768216	94770230	-1	GSC	protein_coding
ENSG00000099326	19	58561931	58573575	-1	MZF1	protein_coding
ENSG00000043355	13	99981772	99986773	1	ZIC2	protein_coding
ENSG00000275410	17	37686432	37745247	-1	HNF1B	protein_coding
ENSG00000107249	9	3824127	4348392	-1	GLIS3	protein_coding
ENSG00000069011	5	135027735	135034813	-1	PITX1	protein_coding
ENSG00000159556	15	76336724	76342476	1	ISL2	protein_coding
ENSG00000129194	17	7588178	7590170	-1	SOX15	protein_coding
ENSG00000161405	17	39757715	39864188	-1	IKZF3	protein_coding
ENSG00000063515	22	19148576	19150283	-1	GSC2	protein_coding
ENSG00000159216	21	34787801	36004667	-1	RUNX1	protein_coding
ENSG00000069667	15	60488284	61229319	-1	RORA	protein_coding
ENSG00000124782	6	7107597	7251980	1	RREB1	protein_coding
ENSG00000141510	17	7661779	7687550	-1	TP53	protein_coding
ENSG00000081059	5	134114711	134151865	1	TCF7	protein_coding
ENSG00000235712	CHR_HSCHR6_MHC_MCF_CTG1	33363951	33371048	-1	RXRB	protein_coding
ENSG00000184481	X	71096197	71103535	1	FOXO4	protein_coding
ENSG00000174963	3	147386046	147406860	-1	ZIC4	protein_coding
ENSG00000136352	14	36516392	36521149	-1	NKX2-1	protein_coding
ENSG00000173917	17	48540894	48544989	-1	HOXB2	protein_coding
ENSG00000172789	12	54032853	54035358	1	HOXC5	protein_coding
ENSG00000101216	20	63587602	63627041	-1	GMEB2	protein_coding
ENSG00000102974	16	67562407	67639185	1	CTCF	protein_coding
ENSG00000184058	22	19756703	19783593	1	TBX1	protein_coding
ENSG00000162702	1	200404940	200410056	-1	ZNF281	protein_coding
ENSG00000135363	11	33858576	33892289	-1	LMO2	protein_coding
ENSG00000172273	11	119121587	119136044	1	HINFP	protein_coding
ENSG00000157613	11	46277661	46321422	1	CREB3L1	protein_coding
ENSG00000176887	2	5692667	5701385	1	SOX11	protein_coding
ENSG00000129654	17	76136333	76141299	-1	FOXJ1	protein_coding
ENSG00000159184	17	48724763	48729178	-1	HOXB13	protein_coding
ENSG00000115415	2	190964358	191020960	-1	STAT1	protein_coding
ENSG00000196628	18	55222331	55664787	-1	TCF4	protein_coding
ENSG00000168269	5	170105897	170109725	1	FOXI1	protein_coding
ENSG00000100625	14	60709528	60724348	-1	SIX4	protein_coding
ENSG00000163435	1	202007945	202017188	1	ELF3	protein_coding
ENSG00000251493	5	73444827	73448527	-1	FOXD1	protein_coding
ENSG00000064218	9	976964	991731	1	DMRT3	protein_coding
ENSG00000198353	12	54016931	54056030	1	HOXC4	protein_coding
ENSG00000180806	12	53994895	54003337	1	HOXC9	protein_coding
ENSG00000082641	17	48048329	48061487	1	NFE2L1	protein_coding
ENSG00000212993	8	127322183	127420066	1	POU5F1B	protein_coding
ENSG00000164048	3	48241100	48299253	1	ZNF589	protein_coding
ENSG00000105991	7	27092993	27095996	-1	HOXA1	protein_coding
ENSG00000170265	7	149195485	149226248	1	ZNF282	protein_coding
ENSG00000105722	19	42247572	42255157	-1	ERF	protein_coding
ENSG00000162419	1	28668732	28719353	1	GMEB1	protein_coding
ENSG00000111206	12	2857681	2877155	-1	FOXM1	protein_coding
ENSG00000116819	1	35573370	35595328	1	TFAP2E	protein_coding
ENSG00000260027	17	48607227	48633572	-1	HOXB7	protein_coding
ENSG00000229544	10	124445239	124450184	-1	NKX1-2	protein_coding
ENSG00000164651	7	20782283	20786886	-1	SP8	protein_coding
ENSG00000137090	9	841690	969090	1	DMRT1	protein_coding
ENSG00000136535	2	161416094	161425870	1	TBR1	protein_coding
ENSG00000172201	6	19837386	19840684	1	ID4	protein_coding
ENSG00000123268	12	50763710	50821122	1	ATF1	protein_coding
ENSG00000143355	1	197911902	197935478	1	LHX9	protein_coding
ENSG00000163508	3	27715949	27722711	-1	EOMES	protein_coding
ENSG00000084093	4	56907876	56966678	1	REST	protein_coding
ENSG00000113722	5	150166795	150184558	1	CDX1	protein_coding
ENSG00000135638	2	72916260	72936071	1	EMX1	protein_coding
ENSG00000136327	14	36580579	36582607	-1	NKX2-8	protein_coding
ENSG00000028277	19	42086110	42196585	-1	POU2F2	protein_coding
ENSG00000049768	X	49250436	49264826	-1	FOXP3	protein_coding
ENSG00000184302	14	60508951	60512850	1	SIX6	protein_coding
ENSG00000020633	1	24899511	24965121	-1	RUNX3	protein_coding
ENSG00000172819	12	53210567	53232980	-1	RARG	protein_coding
ENSG00000180318	12	85280107	85301784	1	ALX1	protein_coding
ENSG00000139651	12	53180700	53195141	1	ZNF740	protein_coding
ENSG00000143032	1	90711539	90717237	-1	BARHL2	protein_coding
ENSG00000181690	8	56160904	56211324	-1	PLAG1	protein_coding
ENSG00000131721	X	120158561	120165630	1	RHOXF2	protein_coding
ENSG00000101883	X	120109053	120115937	-1	RHOXF1	protein_coding
ENSG00000126351	17	40058290	40093867	1	THRA	protein_coding
ENSG00000179388	8	22687659	22693302	-1	EGR3	protein_coding
ENSG00000183733	2	70777310	70790643	-1	FIGLA	protein_coding
ENSG00000235608	4	1402932	1406331	-1	NKX1-1	protein_coding
ENSG00000138795	4	108047545	108168956	-1	LEF1	protein_coding
ENSG00000120068	17	48611377	48614939	-1	HOXB8	protein_coding
ENSG00000134532	12	23529500	24562544	-1	SOX5	protein_coding
ENSG00000120075	17	48591257	48593961	-1	HOXB5	protein_coding
ENSG00000120738	5	138465490	138469315	1	EGR1	protein_coding
ENSG00000176399	9	22446841	22455740	1	DMRTA1	protein_coding
ENSG00000012504	12	100473708	100564413	1	NR1H4	protein_coding
ENSG00000214717	X	2486414	2500967	-1	ZBED1	protein_coding
ENSG00000196914	11	120336914	120489936	1	ARHGEF12	protein_coding
ENSG00000107175	9	35732335	35737004	1	CREB3	protein_coding
ENSG00000124664	6	34537802	34556333	-1	SPDEF	protein_coding
ENSG00000164920	8	98944403	98952104	1	OSR2	protein_coding
ENSG00000117595	1	209785623	209806175	-1	IRF6	protein_coding
ENSG00000204595	19	53632056	53637009	1	DPRX	protein_coding
ENSG00000109381	4	139028112	139177218	-1	ELF2	protein_coding
ENSG00000188909	11	122977570	122981720	-1	BSX	protein_coding
ENSG00000107187	9	136196250	136205128	-1	LHX3	protein_coding
ENSG00000113196	5	154474972	154478264	-1	HAND1	protein_coding
ENSG00000043039	11	129375940	129452279	1	BARX2	protein_coding
ENSG00000073861	17	47733244	47746119	1	TBX21	protein_coding
ENSG00000164011	1	42846573	42852477	1	ZNF691	protein_coding
ENSG00000173039	11	65653596	65663094	-1	RELA	protein_coding
ENSG00000160255	21	44885953	44931989	-1	ITGB2	protein_coding
ENSG00000037965	12	54009106	54012362	1	HOXC8	protein_coding
ENSG00000087510	20	56629302	56639283	1	TFAP2C	protein_coding
ENSG00000094916	12	54230940	54280133	-1	CBX5	protein_coding
ENSG00000123405	12	54292111	54301121	-1	NFE2	protein_coding
ENSG00000198815	1	42176539	42335877	-1	FOXJ3	protein_coding
ENSG00000125618	2	113215997	113278950	-1	PAX8	protein_coding
ENSG00000164778	7	155458129	155464831	1	EN2	protein_coding
ENSG00000135547	6	125747664	125761269	1	HEY2	protein_coding
ENSG00000005889	X	24149173	24216255	1	ZFX	protein_coding
ENSG00000276561	CHR_HSCHR11_1_CTG8	612805	616257	-1	IRF7	protein_coding
ENSG00000125492	9	132582185	132590266	1	BARHL1	protein_coding
ENSG00000001167	6	41072945	41099976	1	NFYA	protein_coding
ENSG00000164916	7	4682309	4771443	1	FOXK1	protein_coding
ENSG00000215612	4	8846076	8871817	-1	HMX1	protein_coding
ENSG00000214575	15	82543201	82648861	-1	CPEB1	protein_coding
ENSG00000119919	10	99532933	99536524	1	NKX2-3	protein_coding
ENSG00000215397	20	661596	676179	-1	SCRT2	protein_coding
ENSG00000129535	14	24080107	24115014	-1	NRL	protein_coding
ENSG00000186564	1	47436017	47440691	1	FOXD2	protein_coding
ENSG00000143842	1	204073115	204127743	1	SOX13	protein_coding
ENSG00000120093	17	48548870	48604912	-1	HOXB3	protein_coding
ENSG00000197757	12	53990624	54030823	1	HOXC6	protein_coding
ENSG00000119614	14	74239472	74262738	1	VSX2	protein_coding
ENSG00000141448	18	22169443	22202528	1	GATA6	protein_coding
ENSG00000091831	6	151656691	152129619	1	ESR1	protein_coding
ENSG00000123576	X	104250038	104254933	-1	ESX1	protein_coding
ENSG00000170561	5	2745845	2751662	-1	IRX2	protein_coding
ENSG00000134852	4	55427903	55547138	-1	CLOCK	protein_coding
ENSG00000064835	3	87259404	87276587	-1	POU1F1	protein_coding
ENSG00000163064	2	118842171	118847678	-1	EN1	protein_coding
ENSG00000169981	3	44648727	44660791	1	ZNF35	protein_coding
ENSG00000101076	20	44355700	44434596	1	HNF4A	protein_coding
ENSG00000057657	6	106086320	106109939	1	PRDM1	protein_coding
ENSG00000143995	2	66433452	66573869	1	MEIS1	protein_coding
ENSG00000162367	1	47216290	47232220	-1	TAL1	protein_coding
ENSG00000123407	12	53954834	53958956	1	HOXC12	protein_coding
ENSG00000167157	9	129665641	129722674	1	PRRX2	protein_coding
ENSG00000166211	12	101475421	101486997	1	SPIC	protein_coding
ENSG00000213999	19	19145568	19170289	-1	MEF2B	protein_coding
ENSG00000144355	2	172084740	172089677	1	DLX1	protein_coding
ENSG00000115844	2	172099439	172102900	-1	DLX2	protein_coding
ENSG00000105967	7	115935148	116159896	-1	TFEC	protein_coding
ENSG00000215271	14	23272422	23299447	-1	HOMEZ	protein_coding
ENSG00000134595	X	140502985	140505116	-1	SOX3	protein_coding
ENSG00000234196	CHR_HSCHR6_MHC_MCF_CTG1	31976089	31978474	-1	ZBTB12	protein_coding
ENSG00000163623	4	84491987	84498450	-1	NKX6-1	protein_coding
ENSG00000133794	11	13276652	13387266	1	ARNTL	protein_coding
ENSG00000151702	11	128686535	128813267	1	FLI1	protein_coding
ENSG00000126778	14	60643415	60658259	-1	SIX1	protein_coding
ENSG00000204060	1	41361922	41383590	1	FOXO6	protein_coding
ENSG00000168779	3	158095954	158106503	-1	SHOX2	protein_coding
ENSG00000128652	2	176136612	176173102	1	HOXD3	protein_coding
ENSG00000170178	2	176099730	176101193	1	HOXD12	protein_coding
ENSG00000169083	X	67544032	67730619	1	AR	protein_coding
ENSG00000173404	20	20368121	20370949	1	INSM1	protein_coding
ENSG00000137270	6	53126964	53148829	-1	GCM1	protein_coding
ENSG00000143867	2	19351485	19358653	-1	OSR1	protein_coding
ENSG00000180818	12	53985065	53990279	1	HOXC10	protein_coding
ENSG00000141905	19	3314403	3469217	1	NFIC	protein_coding
ENSG00000205250	16	67192169	67198918	1	E2F4	protein_coding
ENSG00000260596	4	190173774	190185942	1	DUX4	protein_coding
ENSG00000123388	12	53973126	53977643	1	HOXC11	protein_coding
ENSG00000134317	2	9951693	10002277	1	GRHL1	protein_coding
ENSG00000197587	1	46506996	46514226	1	DMBX1	protein_coding
ENSG00000167074	22	41367333	41399326	1	TEF	protein_coding
ENSG00000185811	7	50304068	50405101	1	IKZF1	protein_coding
ENSG00000115966	2	175072250	175168382	-1	ATF2	protein_coding
ENSG00000156925	X	137566142	137577691	1	ZIC3	protein_coding
ENSG00000005513	16	981808	986979	1	SOX8	protein_coding
ENSG00000134323	2	15940564	15947007	1	MYCN	protein_coding
ENSG00000184221	21	33070144	33072420	1	OLIG1	protein_coding
